,new_region,date,nombre_de_trains_programmes,nombre_de_trains_ayant_circule,nombre_de_trains_annules,nombre_de_trains_en_retard_a_l_arrivee,taux_de_regularite,nombre_de_trains_a_l_heure_pour_un_train_en_retard_a_l_arrivee,annee,mois
21,Auvergne-Rhône-Alpes,2014-10-01,36681.0,36090.0,591.0,3952.0,89.04959822665559,8.132085020242915,2014,10
735,Normandie,2014-10-01,9449.0,9360.0,89.0,706.0,92.45726495726495,12.257790368271955,2014,10
616,Hauts-de-France,2014-10-01,31148.0,30655.0,493.0,2920.0,90.47463709019736,9.498287671232877,2014,10
378,Centre,2014-10-01,9201.0,9085.0,116.0,736.0,91.89873417721519,11.34375,2014,10
1092,Pays de la Loire,2014-10-01,11639.0,11498.0,141.0,940.0,91.82466515915812,11.231914893617022,2014,10
140,Bourgogne-Franche-Comté,2014-10-01,14080.0,13936.0,144.0,1609.0,88.45436280137773,7.661280298321939,2014,10
259,Bretagne,2014-10-01,8151.0,8088.0,63.0,545.0,93.26162215628091,13.840366972477064,2014,10
498,Grand Est,2014-11-01,23888.0,23709.0,179.0,897.0,96.21662659749462,25.431438127090303,2014,11
617,Hauts-de-France,2014-11-01,27768.0,27274.0,494.0,2920.0,89.29383295446212,8.34041095890411,2014,11
379,Centre,2014-11-01,8382.0,8313.0,69.0,709.0,91.47118970287501,10.724964739069112,2014,11
141,Bourgogne-Franche-Comté,2014-11-01,12810.0,12655.0,155.0,1413.0,88.83445278546029,7.956121726822364,2014,11
260,Bretagne,2014-11-01,7146.0,7087.0,59.0,517.0,92.70495273035135,12.707930367504835,2014,11
22,Auvergne-Rhône-Alpes,2014-11-01,32827.0,32249.0,578.0,4138.0,87.16859437501938,6.793378443692605,2014,11
855,Nouvelle Aquitaine,2014-11-01,15519.0,15281.0,238.0,1696.0,88.90124991819907,8.01002358490566,2014,11
1093,Pays de la Loire,2014-11-01,10403.0,10273.0,130.0,746.0,92.73824588727733,12.770777479892761,2014,11
736,Normandie,2014-11-01,8327.0,8266.0,61.0,541.0,93.45511734817325,14.279112754158964,2014,11
1212,Provence-Alpes-Côte d'Azur,2014-11-01,12950.0,12179.0,771.0,3122.0,74.36571147056408,2.9010249839846254,2014,11
974,Occitanie,2014-11-01,12061.0,11685.0,376.0,1592.0,86.37569533590073,6.339824120603015,2014,11
380,Centre,2014-12-01,9185.0,9074.0,111.0,813.0,91.04033502314304,10.161131611316113,2014,12
261,Bretagne,2014-12-01,8116.0,8034.0,82.0,580.0,92.78068210107045,12.851724137931035,2014,12
499,Grand Est,2014-12-01,24742.0,24522.0,220.0,1020.0,95.84046978223635,23.041176470588237,2014,12
975,Occitanie,2014-12-01,11977.0,11314.0,663.0,1513.0,86.62718755524129,6.477858559153999,2014,12
1213,Provence-Alpes-Côte d'Azur,2014-12-01,13478.0,12367.0,1111.0,2691.0,78.24047869329668,3.59568933481977,2014,12
618,Hauts-de-France,2014-12-01,29730.0,29022.0,708.0,2508.0,91.3582799255737,10.57177033492823,2014,12
1094,Pays de la Loire,2014-12-01,11412.0,11169.0,243.0,1010.0,90.9571134389829,10.058415841584159,2014,12
856,Nouvelle Aquitaine,2014-12-01,16802.0,16379.0,423.0,2053.0,87.46565724403199,6.978080857282026,2014,12
142,Bourgogne-Franche-Comté,2014-12-01,13737.0,13568.0,169.0,1113.0,91.796875,11.19047619047619,2014,12
737,Normandie,2014-12-01,8992.0,8838.0,154.0,573.0,93.51663272233537,14.424083769633508,2014,12
23,Auvergne-Rhône-Alpes,2014-12-01,32371.0,31249.0,1122.0,3961.0,87.32439438062018,6.889169401666246,2014,12
738,Normandie,2015-01-01,9236.0,9073.0,163.0,486.0,94.64344759175576,17.66872427983539,2015,1
976,Occitanie,2015-01-01,13463.0,13193.0,270.0,1154.0,91.25293716364739,10.432409012131716,2015,1
143,Bourgogne-Franche-Comté,2015-01-01,13678.0,13514.0,164.0,962.0,92.88145626757436,13.047817047817048,2015,1
500,Grand Est,2015-01-01,25515.0,25257.0,258.0,950.0,96.23866650829473,25.586315789473684,2015,1
857,Nouvelle Aquitaine,2015-01-01,16728.0,16317.0,411.0,1655.0,89.85720414291843,8.859214501510573,2015,1
24,Auvergne-Rhône-Alpes,2015-01-01,36088.0,35569.0,519.0,3591.0,89.90413000084344,8.905040378724589,2015,1
381,Centre,2015-01-01,9084.0,8999.0,85.0,637.0,92.92143571507945,13.127158555729984,2015,1
1214,Provence-Alpes-Côte d'Azur,2015-01-01,15384.0,14541.0,843.0,2717.0,81.3149026889485,4.351858667648141,2015,1
619,Hauts-de-France,2015-01-01,30369.0,29878.0,491.0,2598.0,91.30463886471651,10.500384911470363,2015,1
262,Bretagne,2015-01-01,8409.0,8361.0,48.0,494.0,94.09161583542638,15.925101214574898,2015,1
1095,Pays de la Loire,2015-01-01,11178.0,10980.0,198.0,941.0,91.42987249544626,10.668437832093517,2015,1
1096,Pays de la Loire,2015-02-01,10316.0,10191.0,125.0,846.0,91.6985575507801,11.046099290780141,2015,2
858,Nouvelle Aquitaine,2015-02-01,15074.0,14771.0,303.0,1358.0,90.80630966082188,9.877025036818852,2015,2
501,Grand Est,2015-02-01,36072.0,35648.0,424.0,1406.0,96.05587971274686,24.354196301564723,2015,2
25,Auvergne-Rhône-Alpes,2015-02-01,33194.0,32047.0,1147.0,3938.0,87.71179829625238,7.137887252412392,2015,2
382,Centre,2015-02-01,8301.0,8178.0,123.0,655.0,91.99070677427244,11.485496183206108,2015,2
144,Bourgogne-Franche-Comté,2015-02-01,12266.0,12103.0,163.0,874.0,92.77864992150707,12.847826086956522,2015,2
1215,Provence-Alpes-Côte d'Azur,2015-02-01,14362.0,13783.0,579.0,2411.0,82.50743669738083,4.7167150559933635,2015,2
263,Bretagne,2015-02-01,7892.0,7839.0,53.0,464.0,94.08087766296721,15.894396551724139,2015,2
739,Normandie,2015-02-01,8497.0,8374.0,123.0,391.0,95.33078576546453,20.41687979539642,2015,2
977,Occitanie,2015-02-01,12348.0,12008.0,340.0,1171.0,90.24816788807462,9.254483347566183,2015,2
620,Hauts-de-France,2015-02-01,27486.0,26904.0,582.0,2320.0,91.37674695212608,10.596551724137932,2015,2
383,Centre,2015-03-01,8996.0,8878.0,118.0,548.0,93.82743861230007,15.200729927007298,2015,3
502,Grand Est,2015-03-01,25648.0,25421.0,227.0,958.0,96.23146217694033,25.535490605427974,2015,3
1216,Provence-Alpes-Côte d'Azur,2015-03-01,15324.0,14907.0,417.0,2413.0,83.81297377071175,5.177786987152921,2015,3
264,Bretagne,2015-03-01,8039.0,7972.0,67.0,390.0,95.10787757150025,19.44102564102564,2015,3
859,Nouvelle Aquitaine,2015-03-01,15990.0,15670.0,320.0,1236.0,92.11231652839821,11.677993527508091,2015,3
978,Occitanie,2015-03-01,13088.0,12817.0,271.0,1018.0,92.05742373410314,11.590373280943025,2015,3
145,Bourgogne-Franche-Comté,2015-03-01,13536.0,13436.0,100.0,843.0,93.7258112533492,14.938315539739028,2015,3
1097,Pays de la Loire,2015-03-01,11293.0,11197.0,96.0,766.0,93.1588818433509,13.617493472584856,2015,3
621,Hauts-de-France,2015-03-01,30527.0,29575.0,952.0,2579.0,91.27979712595098,10.467623109732454,2015,3
26,Auvergne-Rhône-Alpes,2015-03-01,35140.0,34698.0,442.0,2997.0,91.36261455991699,10.577577577577578,2015,3
740,Normandie,2015-03-01,9221.0,9106.0,115.0,427.0,95.31078409839667,20.32552693208431,2015,3
979,Occitanie,2015-04-01,12657.0,12445.0,212.0,1055.0,91.52269987946967,10.796208530805687,2015,4
384,Centre,2015-04-01,8718.0,8632.0,86.0,555.0,93.57043558850788,14.553153153153152,2015,4
622,Hauts-de-France,2015-04-01,10926.0,10719.0,207.0,994.0,90.72674689803154,9.783702213279678,2015,4
146,Bourgogne-Franche-Comté,2015-04-01,13174.0,13084.0,110.0,953.0,92.71629471109752,12.729275970619097,2015,4
503,Grand Est,2015-04-01,24041.0,23771.0,270.0,894.0,96.2391148878886,25.589485458612977,2015,4
265,Bretagne,2015-04-01,8141.0,8097.0,44.0,297.0,96.33197480548351,26.262626262626263,2015,4
1098,Pays de la Loire,2015-04-01,10970.0,10886.0,84.0,529.0,95.1405474921918,19.578449905482042,2015,4
741,Normandie,2015-04-01,9000.0,8943.0,57.0,387.0,95.67259308956726,22.108527131782946,2015,4
27,Auvergne-Rhône-Alpes,2015-04-01,33524.0,33156.0,368.0,2906.0,91.23537217999758,10.40949759119064,2015,4
1217,Provence-Alpes-Côte d'Azur,2015-04-01,14966.0,14550.0,416.0,2640.0,81.85567010309278,4.511363636363637,2015,4
860,Nouvelle Aquitaine,2015-04-01,15731.0,15441.0,290.0,1539.0,90.03302894890227,9.033138401559453,2015,4
504,Grand Est,2015-05-01,23317.0,23109.0,208.0,642.0,97.22186161235882,34.995327102803735,2015,5
623,Hauts-de-France,2015-05-01,27866.0,27437.0,429.0,1966.0,92.83449356708095,12.955747711088504,2015,5
1218,Provence-Alpes-Côte d'Azur,2015-05-01,15272.0,14969.0,303.0,2110.0,85.90420201750284,6.094312796208531,2015,5
147,Bourgogne-Franche-Comté,2015-05-01,12801.0,12707.0,94.0,942.0,92.58676320138507,12.489384288747345,2015,5
742,Normandie,2015-05-01,8428.0,8402.0,26.0,248.0,97.04832182813615,32.87903225806452,2015,5
28,Auvergne-Rhône-Alpes,2015-05-01,32218.0,31853.0,365.0,2887.0,90.93648949863436,10.033252511257361,2015,5
266,Bretagne,2015-05-01,7692.0,7655.0,37.0,265.0,96.53821032005226,27.88679245283019,2015,5
1099,Pays de la Loire,2015-05-01,9933.0,9851.0,82.0,525.0,94.67059181808953,17.763809523809524,2015,5
861,Nouvelle Aquitaine,2015-05-01,15140.0,14935.0,205.0,1279.0,91.43622363575494,10.677091477716967,2015,5
980,Occitanie,2015-05-01,12569.0,12406.0,163.0,1090.0,91.21392874415605,10.381651376146788,2015,5
385,Centre,2015-05-01,8341.0,8278.0,63.0,505.0,93.8994926310703,15.392079207920792,2015,5
29,Auvergne-Rhône-Alpes,2015-06-01,34692.0,34239.0,453.0,3456.0,89.90624726189434,8.907118055555555,2015,6
743,Normandie,2015-06-01,9293.0,9191.0,102.0,446.0,95.14742683059515,19.60762331838565,2015,6
862,Nouvelle Aquitaine,2015-06-01,16075.0,15762.0,313.0,1726.0,89.04961299327496,8.132097334878331,2015,6
505,Grand Est,2015-06-01,25721.0,25429.0,292.0,1049.0,95.87478862715797,23.241182078169686,2015,6
1100,Pays de la Loire,2015-06-01,11081.0,10868.0,213.0,925.0,91.48877438351123,10.74918918918919,2015,6
386,Centre,2015-06-01,9080.0,8984.0,96.0,812.0,90.96170970614426,10.064039408866995,2015,6
267,Bretagne,2015-06-01,8494.0,8446.0,48.0,362.0,95.71394743073644,22.331491712707184,2015,6
148,Bourgogne-Franche-Comté,2015-06-01,13630.0,13485.0,145.0,1124.0,91.66481275491287,10.997330960854093,2015,6
1219,Provence-Alpes-Côte d'Azur,2015-06-01,15062.0,14554.0,508.0,2477.0,82.98062388346847,4.875656035526847,2015,6
624,Hauts-de-France,2015-06-01,30998.0,30391.0,607.0,2756.0,90.93152578065875,10.02721335268505,2015,6
981,Occitanie,2015-06-01,13211.0,12832.0,379.0,1366.0,89.35473815461347,8.39385065885798,2015,6
1101,Pays de la Loire,2015-07-01,10625.0,10442.0,183.0,895.0,91.42884504884123,10.667039106145252,2015,7
625,Hauts-de-France,2015-07-01,26356.0,25771.0,585.0,1923.0,92.53812424818595,12.40145605824233,2015,7
863,Nouvelle Aquitaine,2015-07-01,15983.0,15497.0,486.0,1954.0,87.39110795637865,6.930910951893551,2015,7
387,Centre,2015-07-01,9371.0,9099.0,272.0,831.0,90.8671282558523,9.949458483754512,2015,7
744,Normandie,2015-07-01,9748.0,9658.0,90.0,467.0,95.16463035825223,19.680942184154176,2015,7
506,Grand Est,2015-07-01,23033.0,22827.0,206.0,1027.0,95.50094186708722,21.226874391431352,2015,7
982,Occitanie,2015-07-01,13453.0,13268.0,185.0,1519.0,88.55140186915888,7.73469387755102,2015,7
30,Auvergne-Rhône-Alpes,2015-07-01,33223.0,32588.0,635.0,3769.0,88.4343930281085,7.646325285221544,2015,7
268,Bretagne,2015-07-01,7026.0,6986.0,40.0,275.0,96.06355568279416,24.403636363636362,2015,7
1220,Provence-Alpes-Côte d'Azur,2015-07-01,15718.0,15118.0,600.0,3141.0,79.22344225426643,3.813116841770137,2015,7
149,Bourgogne-Franche-Comté,2015-07-01,12610.0,12452.0,158.0,1031.0,91.72020558946355,11.077594568380214,2015,7
269,Bretagne,2015-08-01,7050.0,6980.0,70.0,358.0,94.87106017191977,18.497206703910614,2015,8
864,Nouvelle Aquitaine,2015-08-01,16004.0,15774.0,230.0,1697.0,89.24179028781539,8.295226870948733,2015,8
507,Grand Est,2015-08-01,21738.0,21572.0,166.0,807.0,96.2590394956425,25.73110285006196,2015,8
1102,Pays de la Loire,2015-08-01,10550.0,10417.0,133.0,800.0,92.32024575213593,12.02125,2015,8
745,Normandie,2015-08-01,9553.0,9468.0,85.0,413.0,95.63793831854669,21.92493946731235,2015,8
626,Hauts-de-France,2015-08-01,25510.0,25088.0,422.0,1665.0,93.36336096938776,14.067867867867868,2015,8
150,Bourgogne-Franche-Comté,2015-08-01,12137.0,12005.0,132.0,869.0,92.76134943773428,12.814729574223245,2015,8
1221,Provence-Alpes-Côte d'Azur,2015-08-01,15661.0,15143.0,518.0,2802.0,81.49640097734927,4.40435403283369,2015,8
388,Centre,2015-08-01,9258.0,9176.0,82.0,641.0,93.01438535309504,13.315132605304212,2015,8
31,Auvergne-Rhône-Alpes,2015-08-01,32614.0,32240.0,374.0,2832.0,91.21588089330025,10.384180790960452,2015,8
983,Occitanie,2015-08-01,13245.0,12912.0,333.0,1470.0,88.61524163568774,7.783673469387755,2015,8
1222,Provence-Alpes-Côte d'Azur,2015-09-01,15924.0,15444.0,480.0,2542.0,83.54053354053354,5.075531077891424,2015,9
627,Hauts-de-France,2015-09-01,31320.0,30850.0,470.0,2332.0,92.44084278768233,12.228987993138936,2015,9
746,Normandie,2015-09-01,9046.0,8947.0,99.0,450.0,94.97038113334078,18.88222222222222,2015,9
508,Grand Est,2015-09-01,25717.0,25467.0,250.0,1135.0,95.54325205167471,21.437885462555066,2015,9
32,Auvergne-Rhône-Alpes,2015-09-01,34965.0,34306.0,659.0,3853.0,88.7687285023028,7.90371139371918,2015,9
389,Centre,2015-09-01,8935.0,8810.0,125.0,646.0,92.66742338251986,12.637770897832818,2015,9
984,Occitanie,2015-09-01,13612.0,13319.0,293.0,1386.0,89.59381334935055,8.60966810966811,2015,9
270,Bretagne,2015-09-01,8232.0,8140.0,92.0,502.0,93.83292383292384,15.215139442231076,2015,9
151,Bourgogne-Franche-Comté,2015-09-01,13385.0,13258.0,127.0,1105.0,91.6654095640368,10.998190045248869,2015,9
865,Nouvelle Aquitaine,2015-09-01,16823.0,16572.0,251.0,1602.0,90.33309196234613,9.344569288389513,2015,9
1103,Pays de la Loire,2015-09-01,11631.0,11456.0,175.0,817.0,92.86836592178771,13.02203182374541,2015,9
152,Bourgogne-Franche-Comté,2015-10-01,13500.0,13388.0,112.0,1344.0,89.96115924708694,8.961309523809524,2015,10
985,Occitanie,2015-10-01,12578.0,12020.0,558.0,1256.0,89.55074875207987,8.570063694267516,2015,10
33,Auvergne-Rhône-Alpes,2015-10-01,34486.0,33993.0,493.0,3627.0,89.3301562086312,8.372208436724566,2015,10
747,Normandie,2015-10-01,8992.0,8634.0,358.0,592.0,93.1433866110725,13.58445945945946,2015,10
509,Grand Est,2015-10-01,25278.0,25050.0,228.0,1073.0,95.71656686626747,22.345759552656105,2015,10
1223,Provence-Alpes-Côte d'Azur,2015-10-01,14986.0,14141.0,845.0,2898.0,79.50639983028074,3.8795721187025536,2015,10
1104,Pays de la Loire,2015-10-01,11705.0,11526.0,179.0,1020.0,91.15044247787611,10.3,2015,10
271,Bretagne,2015-10-01,8185.0,8098.0,87.0,473.0,94.15905161768337,16.120507399577168,2015,10
866,Nouvelle Aquitaine,2015-10-01,16230.0,15828.0,402.0,1773.0,88.7983320697498,7.927241962774958,2015,10
390,Centre,2015-10-01,9024.0,8941.0,83.0,867.0,90.30309808746225,9.312572087658593,2015,10
628,Hauts-de-France,2015-10-01,30309.0,29695.0,614.0,2975.0,89.98147836336084,8.981512605042017,2015,10
986,Occitanie,2015-11-01,12129.0,11728.0,401.0,1654.0,85.89699863574351,6.090689238210399,2015,11
1224,Provence-Alpes-Côte d'Azur,2015-11-01,14901.0,14345.0,556.0,2594.0,81.91704426629488,4.5300693909020815,2015,11
391,Centre,2015-11-01,8409.0,8285.0,124.0,984.0,88.12311406155703,7.419715447154472,2015,11
629,Hauts-de-France,2015-11-01,29638.0,29030.0,608.0,3824.0,86.82741991043748,6.59152719665272,2015,11
748,Normandie,2015-11-01,8139.0,7815.0,324.0,760.0,90.27511196417146,9.282894736842104,2015,11
867,Nouvelle Aquitaine,2015-11-01,15752.0,15375.0,377.0,2179.0,85.82764227642276,6.055988985773291,2015,11
34,Auvergne-Rhône-Alpes,2015-11-01,32932.0,31995.0,937.0,4260.0,86.685419596812,6.51056338028169,2015,11
1105,Pays de la Loire,2015-11-01,11013.0,10833.0,180.0,1235.0,88.599649219976,7.77165991902834,2015,11
153,Bourgogne-Franche-Comté,2015-11-01,12760.0,12646.0,114.0,1398.0,88.94512098687332,8.045779685264664,2015,11
272,Bretagne,2015-11-01,7911.0,7832.0,79.0,647.0,91.73901940755873,11.105100463678516,2015,11
510,Grand Est,2015-11-01,24101.0,23803.0,298.0,1413.0,94.06377347393186,15.845718329794764,2015,11
987,Occitanie,2015-12-01,12895.0,12599.0,296.0,1272.0,89.90396063179618,8.904874213836479,2015,12
154,Bourgogne-Franche-Comté,2015-12-01,12970.0,12621.0,349.0,1081.0,91.43491007051739,10.675300647548566,2015,12
749,Normandie,2015-12-01,9191.0,9019.0,172.0,517.0,94.26765716820047,16.444874274661508,2015,12
35,Auvergne-Rhône-Alpes,2015-12-01,34007.0,33575.0,432.0,3528.0,89.4921816827997,8.51672335600907,2015,12
511,Grand Est,2015-12-01,25098.0,24784.0,314.0,1051.0,95.7593608779858,22.581351094196005,2015,12
630,Hauts-de-France,2015-12-01,30285.0,29628.0,657.0,2018.0,93.18887538814634,13.681863230921705,2015,12
868,Nouvelle Aquitaine,2015-12-01,16376.0,15709.0,667.0,1859.0,88.1660194792794,7.450242065626681,2015,12
273,Bretagne,2015-12-01,8447.0,8344.0,103.0,412.0,95.06232023010547,19.25242718446602,2015,12
1106,Pays de la Loire,2015-12-01,11889.0,11730.0,159.0,1117.0,90.4774083546462,9.501342882721575,2015,12
392,Centre,2015-12-01,9324.0,9196.0,128.0,673.0,92.68160069595476,12.664190193164933,2015,12
1225,Provence-Alpes-Côte d'Azur,2015-12-01,14702.0,14029.0,673.0,1961.0,86.02181196093805,6.154003059663437,2015,12
512,Grand Est,2016-01-01,38599.0,37960.0,639.0,2015.0,94.6917808219178,17.838709677419356,2016,1
1107,Pays de la Loire,2016-01-01,11320.0,11231.0,89.0,797.0,92.90357047457928,13.09159347553325,2016,1
393,Centre,2016-01-01,8966.0,8757.0,209.0,615.0,92.97704693388147,13.239024390243902,2016,1
274,Bretagne,2016-01-01,7824.0,7747.0,77.0,558.0,92.79721182393185,12.883512544802867,2016,1
36,Auvergne-Rhône-Alpes,2016-01-01,35074.0,34634.0,440.0,3689.0,89.34861696598718,8.388452155055571,2016,1
988,Occitanie,2016-01-01,12901.0,12638.0,263.0,1366.0,89.19132774173129,8.251830161054173,2016,1
869,Nouvelle Aquitaine,2016-01-01,16102.0,15694.0,408.0,1768.0,88.73454823499426,7.876696832579186,2016,1
631,Hauts-de-France,2016-01-01,30355.0,29725.0,630.0,2356.0,92.0740117746005,11.61672325976231,2016,1
750,Normandie,2016-01-01,9032.0,8926.0,106.0,491.0,94.49921577414295,17.179226069246436,2016,1
1226,Provence-Alpes-Côte d'Azur,2016-01-01,15923.0,15387.0,536.0,1952.0,87.31396633521804,6.882684426229508,2016,1
155,Bourgogne-Franche-Comté,2016-01-01,13497.0,13373.0,124.0,1025.0,92.33530247513647,12.046829268292683,2016,1
513,Grand Est,2016-02-01,36911.0,36399.0,512.0,1770.0,95.13722904475398,19.564406779661017,2016,2
870,Nouvelle Aquitaine,2016-02-01,15497.0,15113.0,384.0,1810.0,88.02355587904454,7.349723756906077,2016,2
37,Auvergne-Rhône-Alpes,2016-02-01,32238.0,31712.0,526.0,3623.0,88.57530272452068,7.7529671542920235,2016,2
632,Hauts-de-France,2016-02-01,29533.0,28532.0,1001.0,2656.0,90.69115379223328,9.742469879518072,2016,2
394,Centre,2016-02-01,8476.0,8326.0,150.0,624.0,92.50540475618544,12.342948717948717,2016,2
275,Bretagne,2016-02-01,7859.0,7761.0,98.0,353.0,95.45161705965727,20.98583569405099,2016,2
751,Normandie,2016-02-01,8827.0,8650.0,177.0,383.0,95.57225433526011,21.58485639686684,2016,2
1108,Pays de la Loire,2016-02-01,11114.0,10983.0,131.0,736.0,93.29873440772103,13.922554347826088,2016,2
1227,Provence-Alpes-Côte d'Azur,2016-02-01,14010.0,13707.0,303.0,1771.0,87.07959436784125,6.7396950875211745,2016,2
989,Occitanie,2016-02-01,12725.0,12496.0,229.0,1185.0,90.51696542893725,9.545147679324895,2016,2
156,Bourgogne-Franche-Comté,2016-02-01,13065.0,12930.0,135.0,1145.0,91.14462490332559,10.292576419213974,2016,2
276,Bretagne,2016-03-01,7833.0,7726.0,107.0,439.0,94.31788765208387,16.59908883826879,2016,3
38,Auvergne-Rhône-Alpes,2016-03-01,33109.0,32654.0,455.0,3756.0,88.49758069455503,7.693823216187433,2016,3
1228,Provence-Alpes-Côte d'Azur,2016-03-01,15247.0,14727.0,520.0,1989.0,86.49419433693217,6.40422322775264,2016,3
633,Hauts-de-France,2016-03-01,28366.0,27484.0,882.0,2364.0,91.39863193130549,10.62605752961083,2016,3
752,Normandie,2016-03-01,8732.0,8631.0,101.0,439.0,94.91368323485112,18.660592255125284,2016,3
395,Centre,2016-03-01,8379.0,8255.0,124.0,611.0,92.5984251968504,12.51063829787234,2016,3
514,Grand Est,2016-03-01,36896.0,36318.0,578.0,1535.0,95.77344567432127,22.659934853420197,2016,3
990,Occitanie,2016-03-01,12374.0,12135.0,239.0,1187.0,90.21837659662134,9.223251895534963,2016,3
1109,Pays de la Loire,2016-03-01,11138.0,10946.0,192.0,806.0,92.63657957244655,12.580645161290322,2016,3
871,Nouvelle Aquitaine,2016-03-01,15072.0,14782.0,290.0,1544.0,89.55486402381274,8.573834196891191,2016,3
157,Bourgogne-Franche-Comté,2016-03-01,12919.0,12728.0,191.0,936.0,92.64613450659962,12.598290598290598,2016,3
1110,Pays de la Loire,2016-04-01,11027.0,10897.0,130.0,742.0,93.19078645498762,13.685983827493262,2016,4
753,Normandie,2016-04-01,8798.0,8661.0,137.0,571.0,93.40722780279414,14.168126094570928,2016,4
158,Bourgogne-Franche-Comté,2016-04-01,12566.0,12369.0,197.0,1108.0,91.0421214326138,10.163357400722022,2016,4
634,Hauts-de-France,2016-04-01,28326.0,27797.0,529.0,1825.0,93.43454329603914,14.231232876712328,2016,4
39,Auvergne-Rhône-Alpes,2016-04-01,30757.0,30374.0,383.0,3423.0,88.73049318496082,7.873502775343266,2016,4
396,Centre,2016-04-01,8344.0,8219.0,125.0,602.0,92.67550796933934,12.652823920265782,2016,4
515,Grand Est,2016-04-01,36796.0,36362.0,434.0,1678.0,95.38529233815521,20.66984505363528,2016,4
872,Nouvelle Aquitaine,2016-04-01,14848.0,14181.0,221.0,1559.0,89.00641703688034,8.096215522771008,2016,4
1229,Provence-Alpes-Côte d'Azur,2016-04-01,13954.0,13507.0,447.0,2054.0,84.79307025986526,5.575949367088608,2016,4
991,Occitanie,2016-04-01,11369.0,11182.0,187.0,988.0,91.1643713110356,10.317813765182187,2016,4
277,Bretagne,2016-04-01,7836.0,7760.0,76.0,383.0,95.06443298969072,19.261096605744125,2016,4
754,Normandie,2016-05-01,7763.0,7599.0,164.0,555.0,92.69640742202921,12.691891891891892,2016,5
992,Occitanie,2016-05-01,10634.0,10384.0,250.0,1176.0,88.6748844375963,7.829931972789115,2016,5
1230,Provence-Alpes-Côte d'Azur,2016-05-01,14403.0,13948.0,455.0,2126.0,84.75767135073129,5.560677328316086,2016,5
159,Bourgogne-Franche-Comté,2016-05-01,12168.0,11935.0,233.0,1111.0,90.69124423963133,9.742574257425742,2016,5
397,Centre,2016-05-01,8106.0,7922.0,184.0,639.0,91.93385508709922,11.397496087636933,2016,5
873,Nouvelle Aquitaine,2016-05-01,13856.0,13584.0,272.0,1774.0,86.94051825677268,6.657271702367531,2016,5
278,Bretagne,2016-05-01,7652.0,7560.0,92.0,345.0,95.43650793650794,20.91304347826087,2016,5
635,Hauts-de-France,2016-05-01,26987.0,25922.0,1065.0,2155.0,91.68659825630738,11.02877030162413,2016,5
40,Auvergne-Rhône-Alpes,2016-05-01,29234.0,28790.0,444.0,3241.0,88.74261896491838,7.883060783708732,2016,5
516,Grand Est,2016-05-01,36059.0,35297.0,762.0,1733.0,95.09023429753236,19.367570686670515,2016,5
1111,Pays de la Loire,2016-05-01,9853.0,9731.0,122.0,782.0,91.96382694481554,11.44373401534527,2016,5
636,Hauts-de-France,2016-06-01,23951.0,22962.0,989.0,2572.0,88.79888511453706,7.927682737169518,2016,6
755,Normandie,2016-06-01,6680.0,6567.0,113.0,535.0,91.85320542104462,11.274766355140187,2016,6
1112,Pays de la Loire,2016-06-01,8836.0,8730.0,106.0,794.0,90.9049255441008,9.994962216624685,2016,6
41,Auvergne-Rhône-Alpes,2016-06-01,23673.0,23266.0,407.0,3418.0,85.30903464282645,5.806904622586308,2016,6
1231,Provence-Alpes-Côte d'Azur,2016-06-01,10050.0,9761.0,289.0,1783.0,81.73342895195164,4.4744812114413905,2016,6
279,Bretagne,2016-06-01,7438.0,7355.0,83.0,327.0,95.55404486743711,21.492354740061163,2016,6
398,Centre,2016-06-01,6654.0,6476.0,178.0,752.0,88.38789376158122,7.611702127659575,2016,6
517,Grand Est,2016-06-01,30756.0,29854.0,902.0,1946.0,93.48161050445502,14.341212744090441,2016,6
874,Nouvelle Aquitaine,2016-06-01,10748.0,10507.0,241.0,1352.0,87.13238793185495,6.771449704142012,2016,6
993,Occitanie,2016-06-01,8114.0,7875.0,239.0,1068.0,86.43809523809524,6.373595505617978,2016,6
160,Bourgogne-Franche-Comté,2016-06-01,10079.0,9641.0,438.0,1116.0,88.42443729903538,7.638888888888889,2016,6
637,Hauts-de-France,2016-07-01,25061.0,24413.0,648.0,1826.0,92.52037848687175,12.369660460021906,2016,7
280,Bretagne,2016-07-01,6999.0,6969.0,30.0,393.0,94.36074042186827,16.732824427480917,2016,7
399,Centre,2016-07-01,9022.0,8899.0,123.0,715.0,91.96538936959209,11.446153846153846,2016,7
1232,Provence-Alpes-Côte d'Azur,2016-07-01,14710.0,14117.0,593.0,2602.0,81.56832188141956,4.42544196771714,2016,7
1113,Pays de la Loire,2016-07-01,10566.0,10469.0,97.0,940.0,91.02110994364314,10.13723404255319,2016,7
994,Occitanie,2016-07-01,12704.0,12441.0,263.0,1575.0,87.34024596093562,6.899047619047619,2016,7
756,Normandie,2016-07-01,9211.0,9084.0,127.0,489.0,94.61690885072655,17.57668711656442,2016,7
161,Bourgogne-Franche-Comté,2016-07-01,11826.0,11657.0,169.0,1081.0,90.72660204169169,9.783533765032377,2016,7
42,Auvergne-Rhône-Alpes,2016-07-01,31233.0,30760.0,473.0,3184.0,89.64889466840052,8.660804020100503,2016,7
518,Grand Est,2016-07-01,34457.0,34057.0,400.0,1513.0,95.55744780808644,21.509583608724387,2016,7
